rule,frequency,sup,confidence,label,ID 
"['PRP', 'VBZ', 'JJR_more']",1,1,1.0,NO,3182
"['PRP', 'VBZ', 'JJR_more', 'NNS']",1,1,1.0,NO,3183
"['PRP', 'VBZ', 'JJR_more', 'NNS', 'IN']",1,1,1.0,NO,3184
"['PRP', 'VBZ', 'JJR_more', 'IN']",1,1,1.0,NO,3185
"['PRP', 'VBZ', 'NNS']",1,1,1.0,NO,3186
"['PRP', 'VBZ', 'NNS', 'IN']",1,1,1.0,NO,3187
"['PRP', 'VBZ', 'RBR_closer']",1,1,1.0,NO,3188
"['PRP', 'VBZ', 'RBR_closer', 'TO']",1,1,1.0,NO,3189
"['PRP', 'VBZ', 'RBR_closer', 'TO', 'VB']",1,1,1.0,NO,3190
"['PRP', 'VBZ', 'RBR_closer', 'VB']",1,1,1.0,NO,3191
"['PRP', 'VBZ', 'RP']",1,1,1.0,NO,3192
"['PRP', 'VBZ', 'CC']",1,1,1.0,NO,3193
"['PRP', 'VBZ', 'DT_all']",1,1,1.0,NO,3194
"['PRP', 'VBZ', 'DT_all', 'PRP']",1,1,1.0,NO,3195
"['PRP', 'VBZ', 'DT_all', 'PRP', 'VBP']",1,1,1.0,NO,3196
"['PRP', 'VBZ', 'DT_all', 'VBP']",1,1,1.0,NO,3197
"['PRP', 'VBZ', 'PRP']",1,1,1.0,NO,3198
"['PRP', 'VBZ', 'PRP', 'VBP']",1,1,1.0,NO,3199
"['PRP', 'VBZ', 'VBP']",1,1,1.0,NO,3200
"['PRP', 'VB_top']",1,1,1.0,NO,3201
"['PRP', 'VB_top', 'PRP$']",1,1,1.0,NO,3202
"['PRP', 'VB_top', 'PRP$', 'JJ']",1,1,1.0,NO,3203
"['PRP', 'VB_top', 'JJ']",1,1,1.0,NO,3204
"['PRP', 'PRP$']",2,2,1.0,NO,3205
"['PRP', 'PRP$', 'JJ']",1,1,1.0,NO,3206
"['PRP', 'JJ_similar']",2,2,1.0,NO,3207
"['PRP', 'JJ_similar', 'TO']",1,1,1.0,NO,3208
"['PRP', 'JJ_similar', 'TO', 'DT']",1,1,1.0,NO,3209
"['PRP', 'JJ_similar', 'DT']",1,1,1.0,NO,3210
"['PRP', 'JJ_similar', 'NNS']",1,1,1.0,NO,3211
"['PRP', 'JJ_similar', 'NNS', 'IN']",1,1,1.0,NO,3212
"['PRP', 'JJ_similar', 'IN']",1,1,1.0,NO,3213
"['PRP', 'JJ_second']",2,2,1.0,NO,3214
"['PRP', 'JJ_second', 'NN']",2,2,1.0,NO,3215
"['PRP', 'JJ_second', 'NN', 'CC']",2,2,1.0,NO,3216
"['PRP', 'JJ_second', 'CC']",2,2,1.0,NO,3217
"['PRP', 'CC']",10,10,1.0,NO,3218
"['PRP', 'CC', 'VB_recommend']",1,1,1.0,NO,3219
"['PRP', 'CC', 'VB_recommend', 'PRP']",1,1,1.0,NO,3220
"['PRP', 'CC', 'VB_recommend', 'PRP', 'IN']",1,1,1.0,NO,3221
"['PRP', 'CC', 'VB_recommend', 'IN']",1,1,1.0,NO,3222
"['PRP', 'CC', 'PRP']",1,1,1.0,NO,3223
"['PRP', 'CC', 'PRP', 'IN']",1,1,1.0,NO,3224
"['PRP', 'CC', 'IN']",1,1,1.0,NO,3225
"['PRP', 'CC', 'JJR']",2,2,1.0,NO,3226
"['PRP', 'CC', 'DT']",1,1,1.0,NO,3227
"['PRP', 'JJS']",1,1,1.0,NO,3228
"['PRP', 'PRP']",8,8,1.0,NO,3229
"['PRP', 'PRP', 'DT']",1,1,1.0,NO,3230
"['PRP', 'PRP', 'RP']",1,1,1.0,NO,3231
"['PRP', 'PRP', 'IN']",1,1,1.0,NO,3232
"['PRP', 'PRP', 'VBP']",1,1,1.0,NO,3233
"['PRP', 'PRP', 'VBD']",1,1,1.0,NO,3234
"['PRP', 'DT_both']",3,3,1.0,NO,3235
"['PRP', 'DT_both', 'VBD']",1,1,1.0,NO,3236
"['PRP', 'DT_both', 'VBD', 'JJ']",1,1,1.0,NO,3237
"['PRP', 'DT_both', 'JJ']",2,2,1.0,NO,3238
"['PRP', 'DT_both', 'RB']",1,1,1.0,NO,3239
"['PRP', 'DT_both', 'RB', 'JJ']",1,1,1.0,NO,3240
"['PRP', 'DT_both', 'VBP']",1,1,1.0,NO,3241
"['PRP', 'DT_both', 'VBP', 'VBN']",1,1,1.0,NO,3242
"['PRP', 'DT_both', 'VBN']",1,1,1.0,NO,3243
"['PRP', 'JJS_most']",2,2,1.0,NO,3244
"['PRP', 'JJS_most', 'IN']",2,2,1.0,NO,3245
"['PRP', 'JJS_most', 'IN', 'PRP']",2,2,1.0,NO,3246
"['PRP', 'JJS_most', 'PRP']",2,2,1.0,NO,3247
"['PRP', 'JJ_differ']",1,1,1.0,NO,3248
"['PRP', 'JJ_differ', 'NNS']",1,1,1.0,NO,3249
"['PRP', 'JJ_differ', 'NNS', 'IN']",1,1,1.0,NO,3250
"['PRP', 'JJ_differ', 'IN']",1,1,1.0,NO,3251
"['PRP', 'VBG']",3,3,1.0,NO,3252
"['PRP', 'VBG', 'NNS']",1,1,1.0,NO,3253
"['PRP', 'VBG', 'NN']",1,1,1.0,NO,3254
"['PRP', 'VBG', 'IN']",1,1,1.0,NO,3255
"['PRP', 'VBD_like']",2,2,1.0,NO,3256
"['PRP', 'VBD_like', 'DT']",1,1,1.0,NO,3257
"['PRP', 'VBD_like', 'DT', 'NN']",1,1,1.0,NO,3258
"['PRP', 'VBD_like', 'NN']",1,1,1.0,NO,3259
"['PRP', 'VBD_like', 'VBG']",1,1,1.0,NO,3260
"['PRP', 'VBD_like', 'VBG', 'IN']",1,1,1.0,NO,3261
"['PRP', 'VBD_like', 'IN']",1,1,1.0,NO,3262
"['PRP', 'RB_togeth']",2,2,1.0,NO,3263
"['PRP', 'RB_togeth', 'VBZ']",1,1,1.0,NO,3264
"['PRP', 'RB_togeth', 'VBZ', 'VB']",1,1,1.0,NO,3265
"['PRP', 'RB_togeth', 'VB']",1,1,1.0,NO,3266
"['PRP', 'RB_togeth', 'DT']",1,1,1.0,NO,3267
"['PRP', 'RB_togeth', 'DT', 'NN']",1,1,1.0,NO,3268
"['PRP', 'RB_togeth', 'NN']",1,1,1.0,NO,3269
"['PRP', 'JJR_better']",6,6,1.0,NO,3270
"['PRP', 'JJR_better', 'IN']",2,2,1.0,NO,3271
"['PRP', 'JJR_better', 'IN', 'JJ']",2,2,1.0,NO,3272
"['PRP', 'JJR_better', 'JJ']",2,2,1.0,NO,3273
"['PRP', 'JJR_better', 'CC']",2,2,1.0,NO,3274
"['PRP', 'JJR_better', 'CC', 'JJR']",2,2,1.0,NO,3275
"['PRP', 'JJR_better', 'JJR']",2,2,1.0,NO,3276
"['PRP', 'JJR_better', 'VB']",2,2,1.0,NO,3277
"['PRP', 'JJR_better', 'VB', 'RP']",2,2,1.0,NO,3278
"['PRP', 'JJR_better', 'RP']",2,2,1.0,NO,3279
"['PRP', 'JJR_harder']",1,1,1.0,NO,3280
"['PRP', 'JJR_harder', 'IN']",1,1,1.0,NO,3281
"['PRP', 'JJR_harder', 'IN', 'PRP']",1,1,1.0,NO,3282
"['PRP', 'JJR_harder', 'PRP']",1,1,1.0,NO,3283
"['PRP', 'VBP_top']",1,1,1.0,NO,3284
"['PRP', 'VBP_top', 'PRP']",1,1,1.0,NO,3285
"['PRP', 'VBP_top', 'PRP', 'RP']",1,1,1.0,NO,3286
"['PRP', 'VBP_top', 'RP']",1,1,1.0,NO,3287
"['PRP', 'RBR_closer']",1,1,1.0,NO,3288
"['PRP', 'RBR_closer', 'TO']",1,1,1.0,NO,3289
"['PRP', 'RBR_closer', 'TO', 'VB']",1,1,1.0,NO,3290
"['PRP', 'RBR_closer', 'VB']",1,1,1.0,NO,3291
"['PRP', 'JJ_beat']",1,1,1.0,NO,3292
"['PRP', 'JJ_beat', 'NN']",1,1,1.0,NO,3293
"['PRP', 'JJ_beat', 'NN', 'RB']",1,1,1.0,NO,3294
"['PRP', 'JJ_beat', 'RB']",1,1,1.0,NO,3295
"['PRP', 'RBR_better']",4,4,1.0,NO,3296
"['PRP', 'RBR_better', 'VB']",2,2,1.0,NO,3297
"['PRP', 'RBR_better', 'VB', 'VB']",2,2,1.0,NO,3298
"['PRP', 'RBR_better', 'IN']",2,2,1.0,NO,3299
"['PRP', 'RBR_better', 'IN', 'DT']",2,2,1.0,NO,3300
"['PRP', 'RBR_better', 'DT']",2,2,1.0,NO,3301
"['PRP', 'WRB']",1,1,1.0,NO,3302
"['PRP', 'VB_recommend']",1,1,1.0,NO,3303
"['PRP', 'VB_recommend', 'PRP']",1,1,1.0,NO,3304
"['PRP', 'VB_recommend', 'PRP', 'IN']",1,1,1.0,NO,3305
"['PRP', 'VB_recommend', 'IN']",1,1,1.0,NO,3306
"['PRP', 'JJ_inferior']",1,1,1.0,NO,3307
"['PRP', 'JJ_inferior', 'NN']",1,1,1.0,NO,3308
"['PRP', 'JJ_inferior', 'NN', 'IN']",1,1,1.0,NO,3309
"['PRP', 'JJ_inferior', 'IN']",1,1,1.0,NO,3310
"['PRP', 'JJS_best']",2,2,1.0,NO,3311
"['PRP', 'JJS_best', 'VBG']",1,1,1.0,NO,3312
"['PRP', 'JJS_best', 'VBG', 'NN']",1,1,1.0,NO,3313
"['PRP', 'JJS_best', 'NN']",1,1,1.0,NO,3314
"['PRP', 'JJS_best', 'VBN']",1,1,1.0,NO,3315
"['PRP', 'JJS_best', 'VBN', 'CC']",1,1,1.0,NO,3316
"['PRP', 'JJS_best', 'CC']",1,1,1.0,NO,3317
"['PRP', 'JJR']",2,2,1.0,NO,3318
"['PRP', 'VBZ_lead']",2,2,1.0,NO,3319
"['PRP', 'VBZ_lead', 'RP']",1,1,1.0,NO,3320
"['PRP', 'VBZ_lead', 'RP', 'TO']",1,1,1.0,NO,3321
"['PRP', 'VBZ_lead', 'TO']",2,2,1.0,NO,3322
"['PRP', 'VBZ_lead', 'TO', 'DT']",1,1,1.0,NO,3323
"['PRP', 'VBZ_lead', 'DT']",1,1,1.0,NO,3324
"['PRP', 'RB_most']",1,1,1.0,NO,3325
"['PRP', 'RB_most', 'VBP']",1,1,1.0,NO,3326
"['PRP', 'RB_most', 'VBP', 'TO']",1,1,1.0,NO,3327
"['PRP', 'RB_most', 'TO']",1,1,1.0,NO,3328
"['PRP', 'VBN']",2,2,1.0,NO,3329
"['PRP', 'VBN', 'CC']",1,1,1.0,NO,3330
"['PRP', 'JJR_less']",2,2,1.0,NO,3331
"['PRP', 'JJR_less', 'IN']",2,2,1.0,NO,3332
"['PRP', 'JJR_less', 'IN', 'DT']",2,2,1.0,NO,3333
"['PRP', 'JJR_less', 'DT']",2,2,1.0,NO,3334
"['PRP', 'WDT']",1,1,1.0,NO,3335
"['PRP', 'WDT', 'VBZ_lead']",1,1,1.0,NO,3336
"['PRP', 'WDT', 'VBZ_lead', 'TO']",1,1,1.0,NO,3337
"['PRP', 'WDT', 'VBZ_lead', 'TO', 'DT']",1,1,1.0,NO,3338
"['PRP', 'WDT', 'VBZ_lead', 'DT']",1,1,1.0,NO,3339
"['PRP', 'WDT', 'TO']",1,1,1.0,NO,3340
"['PRP', 'WDT', 'TO', 'DT']",1,1,1.0,NO,3341
"['PRP', 'WDT', 'DT']",1,1,1.0,NO,3342
"['VBZ', 'RBR_more', 'JJ', 'RB']",2,2,1.0,YES,3343
"['VBZ', 'RBR_more', 'JJ', 'VBG']",2,2,1.0,YES,3344
"['VBZ', 'RBR_more', 'JJ', 'CC']",2,2,1.0,NO,3345
"['VBZ', 'RBR_more', 'IN', 'JJ']",2,2,1.0,NO,3346
"['VBZ', 'RBR_more', 'IN', 'DT']",1,1,1.0,NO,3347
"['VBZ', 'RBR_more', 'RB']",4,4,1.0,YES,3348
"['VBZ', 'RBR_more', 'RB', 'VBN']",2,2,1.0,YES,3349
"['VBZ', 'RBR_more', 'VBN']",2,2,1.0,YES,3350
"['VBZ', 'RBR_more', 'VBG']",6,6,1.0,YES,3351
"['VBZ', 'RBR_more', 'VBG', 'IN']",4,4,1.0,YES,3352
"['VBZ', 'RBR_more', 'DT']",2,2,1.0,NO,3353
"['VBZ', 'RBR_more', 'DT', 'NN']",1,1,1.0,NO,3354
"['VBZ', 'RBR_more', 'CC']",2,2,1.0,NO,3355
"['VBZ', 'JJ', 'RB']",2,2,1.0,YES,3356
"['VBZ', 'JJ', 'VBG']",2,2,1.0,YES,3357
"['VBZ', 'JJ', 'CC']",3,3,1.0,NO,3358
"['VBZ', 'JJ', 'VBN']",1,1,1.0,NO,3359
"['VBZ', 'JJ', 'JJ']",2,2,1.0,NO,3360
"['VBZ', 'JJ', 'IN_befor']",1,1,1.0,NO,3361
"['VBZ', 'JJ', 'IN_befor', 'PRP']",1,1,1.0,NO,3362
"['VBZ', 'JJ', 'IN_befor', 'PRP', 'VBD']",1,1,1.0,NO,3363
"['VBZ', 'JJ', 'IN_befor', 'VBD']",1,1,1.0,NO,3364
"['VBZ', 'JJ', 'PRP']",1,1,1.0,NO,3365
"['VBZ', 'JJ', 'PRP', 'VBD']",1,1,1.0,NO,3366
"['VBZ', 'JJ', 'VBD']",1,1,1.0,NO,3367
"['VBZ', 'JJ', 'WRB']",2,2,1.0,NO,3368
"['VBZ', 'IN', 'NNS', 'NN']",1,1,1.0,NO,3369
"['VBZ', 'IN', 'PDT_all']",2,2,1.0,YES,3370
"['VBZ', 'IN', 'PDT_all', 'DT']",2,2,1.0,YES,3371
"['VBZ', 'IN', 'PDT_all', 'DT', 'JJS']",2,2,1.0,YES,3372
"['VBZ', 'IN', 'PDT_all', 'JJS']",2,2,1.0,YES,3373
"['VBZ', 'IN', 'DT', 'JJS']",2,2,1.0,YES,3374
"['VBZ', 'IN', 'JJS_least']",2,2,1.0,NO,3375
"['VBZ', 'IN', 'JJS_least', 'CD']",2,2,1.0,NO,3376
"['VBZ', 'IN', 'JJS_least', 'CD', 'NN']",2,2,1.0,NO,3377
"['VBZ', 'IN', 'JJS_least', 'NN']",2,2,1.0,NO,3378
"['VBZ', 'IN', 'CD']",2,2,1.0,NO,3379
"['VBZ', 'IN', 'CD', 'NN']",2,2,1.0,NO,3380
"['VBZ', 'IN', 'JJ']",3,3,1.0,NO,3381
"['VBZ', 'IN', 'JJ_similar']",1,1,1.0,NO,3382
"['VBZ', 'IN', 'JJ_similar', 'NNS']",1,1,1.0,NO,3383
"['VBZ', 'IN', 'JJ_similar', 'NNS', 'NN']",1,1,1.0,NO,3384
"['VBZ', 'IN', 'JJ_similar', 'NN']",1,1,1.0,NO,3385
"['VBZ', 'IN', 'JJR']",2,2,1.0,NO,3386
"['VBZ', 'RB', 'JJR_longer']",2,2,1.0,YES,3387
"['VBZ', 'RB', 'JJR_longer', 'IN']",2,2,1.0,YES,3388
"['VBZ', 'RB', 'JJR_longer', 'IN', 'PRP']",2,2,1.0,YES,3389
"['VBZ', 'RB', 'JJR_longer', 'PRP']",2,2,1.0,YES,3390
"['VBZ', 'RB', 'IN', 'JJS']",4,4,1.0,YES,3391
"['VBZ', 'RB', 'IN', 'NN']",4,4,1.0,YES,3392
"['VBZ', 'RB', 'IN', 'JJR']",2,2,1.0,NO,3393
"['VBZ', 'RB', 'PRP', ""''""]",1,1,1.0,NO,3394
"['VBZ', 'RB', 'RBR_better']",4,4,1.0,YES,3395
"['VBZ', 'RB', 'RBR_better', 'IN']",4,4,1.0,YES,3396
"['VBZ', 'RB', 'RBR_better', 'IN', 'JJS']",4,4,1.0,YES,3397
"['VBZ', 'RB', 'RBR_better', 'JJS']",4,4,1.0,YES,3398
"['VBZ', 'RB', 'JJS']",4,4,1.0,YES,3399
"['VBZ', 'RB', 'JJR_better', 'IN', 'NN']",4,4,1.0,YES,3400
"['VBZ', 'RB', 'JJR_better', 'IN', 'JJR']",2,2,1.0,NO,3401
"['VBZ', 'RB', 'JJR_better', 'NN']",4,4,1.0,YES,3402
"['VBZ', 'RB', 'JJR_better', 'JJR']",2,2,1.0,NO,3403
"['VBZ', 'RB', 'VBN', 'IN']",1,1,1.0,NO,3404
"['VBZ', 'RB', 'RBR_closer']",1,1,1.0,NO,3405
"['VBZ', 'RB', 'RBR_closer', 'TO']",1,1,1.0,NO,3406
"['VBZ', 'RB', 'RBR_closer', 'TO', 'NN']",1,1,1.0,NO,3407
"['VBZ', 'RB', 'RBR_closer', 'NN']",1,1,1.0,NO,3408
"['VBZ', 'RB', 'TO']",1,1,1.0,NO,3409
"['VBZ', 'RB', 'TO', 'NN']",1,1,1.0,NO,3410
"['VBZ', 'RB', 'JJ_recommend']",1,1,1.0,NO,3411
"['VBZ', 'RB', 'JJ_recommend', ""''""]",1,1,1.0,NO,3412
"['VBZ', 'RB', ""''""]",2,2,1.0,NO,3413
"['VBZ', 'RB', 'RBR_longer']",1,1,1.0,NO,3414
"['VBZ', 'RB', 'RBR_longer', 'PRP']",1,1,1.0,NO,3415
"['VBZ', 'RB', 'RBR_longer', 'PRP', ""''""]",1,1,1.0,NO,3416
"['VBZ', 'RB', 'RBR_longer', ""''""]",1,1,1.0,NO,3417
"['VBZ', 'RB', 'IN_like']",2,2,1.0,NO,3418
"['VBZ', 'RB', 'IN_like', 'DT']",2,2,1.0,NO,3419
"['VBZ', 'RB', 'IN_like', 'DT', 'NN']",1,1,1.0,NO,3420
"['VBZ', 'RB', 'IN_like', 'DT', 'JJ']",1,1,1.0,NO,3421
"['VBZ', 'RB', 'IN_like', 'NN']",1,1,1.0,NO,3422
"['VBZ', 'RB', 'IN_like', 'JJ']",1,1,1.0,NO,3423
"['VBZ', 'RB', 'DT']",3,3,1.0,NO,3424
"['VBZ', 'RB', 'DT', 'NN']",1,1,1.0,NO,3425
"['VBZ', 'RB', 'DT', 'JJ']",1,1,1.0,NO,3426
"['VBZ', 'RB', 'DT_all']",1,1,1.0,NO,3427
"['VBZ', 'RB', 'DT_all', 'VBD']",1,1,1.0,NO,3428
"['VBZ', 'RB', 'DT_all', 'VBD', 'JJ']",1,1,1.0,NO,3429
"['VBZ', 'RB', 'DT_all', 'JJ']",1,1,1.0,NO,3430
"['VBZ', 'RB', 'VBD']",1,1,1.0,NO,3431
"['VBZ', 'RB', 'VBD', 'JJ']",1,1,1.0,NO,3432
"['VBZ', 'RB', 'RBS_best']",1,1,1.0,NO,3433
"['VBZ', 'RB', 'RBS_best', 'VBN']",1,1,1.0,NO,3434
"['VBZ', 'RB', 'RBS_best', 'VBN', 'IN']",1,1,1.0,NO,3435
"['VBZ', 'RB', 'RBS_best', 'IN']",1,1,1.0,NO,3436
"['VBZ', 'RB', 'JJR_less']",2,2,1.0,NO,3437
"['VBZ', 'RB', 'JJR_less', 'IN']",2,2,1.0,NO,3438
"['VBZ', 'RB', 'JJR_less', 'IN', 'PRP']",2,2,1.0,NO,3439
"['VBZ', 'RB', 'JJR_less', 'PRP']",2,2,1.0,NO,3440
"['VBZ', 'RB', 'JJ_similar']",1,1,1.0,NO,3441
"['VBZ', 'RB', 'JJ_similar', 'VBG']",1,1,1.0,NO,3442
"['VBZ', 'RB', 'JJ_similar', 'VBG', 'DT']",1,1,1.0,NO,3443
"['VBZ', 'RB', 'JJ_similar', 'DT']",1,1,1.0,NO,3444
"['VBZ', 'RB', 'VBG']",1,1,1.0,NO,3445
"['VBZ', 'RB', 'VBG', 'DT']",1,1,1.0,NO,3446
"['VBZ', 'RB', 'JJ_differ']",1,1,1.0,NO,3447
"['VBZ', 'RB', 'JJ_differ', 'RB']",1,1,1.0,NO,3448
"['VBZ', 'RB', 'JJ_differ', 'RB', 'RBR']",1,1,1.0,NO,3449
"['VBZ', 'RB', 'JJ_differ', 'RBR']",1,1,1.0,NO,3450
"['VBZ', 'RB', 'RB']",3,3,1.0,NO,3451
"['VBZ', 'RB', 'RB', 'RBR']",1,1,1.0,NO,3452
"['VBZ', 'RB', 'RBR']",1,1,1.0,NO,3453
"['VBZ', 'RB', 'JJR']",2,2,1.0,NO,3454
"['VBZ', 'JJR_longer']",4,4,1.0,YES,3455
"['VBZ', 'JJR_longer', 'IN']",4,4,1.0,YES,3456
"['VBZ', 'JJR_longer', 'IN', 'PRP']",2,2,1.0,YES,3457
"['VBZ', 'JJR_longer', 'IN', 'NN']",2,2,1.0,YES,3458
"['VBZ', 'JJR_longer', 'PRP']",2,2,1.0,YES,3459
"['VBZ', 'JJR_longer', 'NN']",2,2,1.0,YES,3460
"['VBZ', 'PRP', 'RBS_best']",1,1,1.0,NO,3461
"['VBZ', 'PRP', 'RBS_best', 'JJ']",1,1,1.0,NO,3462
"['VBZ', 'PRP', 'RBS_best', 'JJ', 'NN']",1,1,1.0,NO,3463
"['VBZ', 'PRP', 'RBS_best', 'NN']",1,1,1.0,NO,3464
"['VBZ', 'PRP', 'JJ']",1,1,1.0,NO,3465
"['VBZ', 'PRP', 'JJ', 'NN']",1,1,1.0,NO,3466
"['VBZ', 'PRP', 'NN']",1,1,1.0,NO,3467
"['VBZ', 'PRP', ""''""]",1,1,1.0,NO,3468
"['VBZ', 'PRP', 'VBP']",2,2,1.0,NO,3469
"['VBZ', 'PRP', 'VBD']",1,1,1.0,NO,3470
"['VBZ', 'PRP', 'DT_all']",1,1,1.0,NO,3471
"['VBZ', 'PRP', 'DT_all', 'CC']",1,1,1.0,NO,3472
"['VBZ', 'PRP', 'DT_all', 'CC', 'DT']",1,1,1.0,NO,3473
"['VBZ', 'PRP', 'DT_all', 'DT']",1,1,1.0,NO,3474
"['VBZ', 'PRP', 'CC']",1,1,1.0,NO,3475
"['VBZ', 'PRP', 'CC', 'DT']",1,1,1.0,NO,3476
"['VBZ', 'PRP', 'DT']",1,1,1.0,NO,3477
"['VBZ', 'RBR_better', 'IN']",4,4,1.0,YES,3478
"['VBZ', 'RBR_better', 'IN', 'JJS']",4,4,1.0,YES,3479
"['VBZ', 'RBR_better', 'JJS']",4,4,1.0,YES,3480
"['VBZ', 'RBR_better', 'CC']",2,2,1.0,NO,3481
"['VBZ', 'RBR_better', 'CC', 'RBR']",2,2,1.0,NO,3482
"['VBZ', 'RBR_better', 'RBR']",2,2,1.0,NO,3483
"['VBZ', 'JJR_less', 'IN', 'NNS']",4,4,1.0,YES,3484
"['VBZ', 'JJR_less', 'IN', 'PRP']",2,2,1.0,NO,3485
"['VBZ', 'JJR_less', 'IN', 'DT']",2,2,1.0,NO,3486
"['VBZ', 'JJR_less', 'NNS']",4,4,1.0,YES,3487
"['VBZ', 'JJR_less', 'PRP']",2,2,1.0,NO,3488
"['VBZ', 'JJR_less', 'DT']",2,2,1.0,NO,3489
"['VBZ', 'JJR_less', 'NN']",4,4,1.0,NO,3490
"['VBZ', 'JJR_less', 'NN', 'IN']",4,4,1.0,NO,3491
"['VBZ', 'NNS', 'IN']",3,3,1.0,NO,3492
"['VBZ', 'NNS', 'NN']",1,1,1.0,NO,3493
"['VBZ', 'NNS', ""''""]",1,1,1.0,NO,3494
"['VBZ', 'NNS', 'VBD']",2,2,1.0,NO,3495
"['VBZ', 'PDT_all']",2,2,1.0,YES,3496
"['VBZ', 'PDT_all', 'DT']",2,2,1.0,YES,3497
"['VBZ', 'PDT_all', 'DT', 'JJS']",2,2,1.0,YES,3498
"['VBZ', 'PDT_all', 'JJS']",2,2,1.0,YES,3499
"['VBZ', 'DT', 'JJS']",2,2,1.0,YES,3500
"['VBZ', 'DT', 'JJS_best', 'NN', 'RB']",2,2,1.0,YES,3501
"['VBZ', 'DT', 'JJS_best', 'NN', 'IN']",4,4,1.0,NO,3502
"['VBZ', 'DT', 'JJS_best', 'RB']",2,2,1.0,YES,3503
"['VBZ', 'DT', 'JJS_best', 'IN']",6,6,1.0,NO,3504
"['VBZ', 'DT', 'JJS_best', 'IN', 'DT']",1,1,1.0,NO,3505
"['VBZ', 'DT', 'JJS_best', 'VBG']",1,1,1.0,NO,3506
"['VBZ', 'DT', 'JJS_best', 'VBG', 'IN']",1,1,1.0,NO,3507
"['VBZ', 'DT', 'JJS_best', 'DT']",1,1,1.0,NO,3508
"['VBZ', 'DT', 'NN', 'RB']",2,2,1.0,YES,3509
"['VBZ', 'DT', 'NN', 'NN']",2,2,1.0,NO,3510
"['VBZ', 'DT', 'NN', 'CC']",1,1,1.0,NO,3511
"['VBZ', 'DT', 'RB']",2,2,1.0,YES,3512
"['VBZ', 'DT', 'RBR_more']",4,4,1.0,YES,3513
"['VBZ', 'DT', 'RBR_more', 'JJ']",4,4,1.0,YES,3514
"['VBZ', 'DT', 'RBR_more', 'JJ', 'NN']",2,2,1.0,YES,3515
"['VBZ', 'DT', 'RBR_more', 'JJ', 'VBG']",2,2,1.0,YES,3516
"['VBZ', 'DT', 'RBR_more', 'NN']",2,2,1.0,YES,3517
"['VBZ', 'DT', 'RBR_more', 'VBG']",2,2,1.0,YES,3518
"['VBZ', 'DT', 'JJ', 'VBG']",2,2,1.0,YES,3519
"['VBZ', 'DT', 'JJ', 'VBN']",1,1,1.0,NO,3520
"['VBZ', 'DT', 'JJ', 'IN']",2,2,1.0,NO,3521
"['VBZ', 'DT', 'JJ', 'JJ']",2,2,1.0,NO,3522
"['VBZ', 'DT', 'JJS_worst', 'NN', 'IN']",4,4,1.0,YES,3523
"['VBZ', 'DT', 'JJS_worst', 'NN', 'NN']",1,1,1.0,NO,3524
"['VBZ', 'DT', 'JJS_worst', 'IN']",4,4,1.0,YES,3525
"['VBZ', 'DT', 'JJS_worst', 'JJ']",1,1,1.0,NO,3526
"['VBZ', 'DT', 'JJS_worst', 'JJ', 'VBN']",1,1,1.0,NO,3527
"['VBZ', 'DT', 'JJS_worst', 'VBN']",1,1,1.0,NO,3528
"['VBZ', 'DT', 'IN', 'DT']",3,3,1.0,NO,3529
"['VBZ', 'DT', 'VBG', 'IN']",1,1,1.0,NO,3530
"['VBZ', 'DT', 'JJS_latest']",2,2,1.0,YES,3531
"['VBZ', 'DT', 'JJS_latest', 'NN']",2,2,1.0,YES,3532
"['VBZ', 'DT', 'JJS_latest', 'NN', 'IN']",2,2,1.0,YES,3533
"['VBZ', 'DT', 'JJS_latest', 'IN']",2,2,1.0,YES,3534
"['VBZ', 'DT', 'CC']",2,2,1.0,NO,3535
"['VBZ', 'DT', 'JJ_same']",1,1,1.0,NO,3536
"['VBZ', 'DT', 'JJ_same', 'NN']",1,1,1.0,NO,3537
"['VBZ', 'DT', 'JJ_same', 'NN', 'CC']",1,1,1.0,NO,3538
"['VBZ', 'DT', 'JJ_same', 'CC']",1,1,1.0,NO,3539
"['VBZ', 'DT', 'JJS_greatest']",1,1,1.0,NO,3540
"['VBZ', 'DT', 'JJS_greatest', 'NN']",1,1,1.0,NO,3541
"['VBZ', 'DT', 'JJS_greatest', 'NN', 'IN']",1,1,1.0,NO,3542
"['VBZ', 'DT', 'JJS_greatest', 'IN']",1,1,1.0,NO,3543
"['VBZ', 'DT', 'VBN']",1,1,1.0,NO,3544
"['VBZ', 'DT', 'JJ_top']",1,1,1.0,NO,3545
"['VBZ', 'DT', 'JJ_top', 'NN']",1,1,1.0,NO,3546
"['VBZ', 'DT', 'JJ_top', 'NN', 'NN']",1,1,1.0,NO,3547
"['VBZ', 'DT', 'RBS_most']",4,4,1.0,NO,3548
"['VBZ', 'DT', 'RBS_most', 'JJ']",4,4,1.0,NO,3549
"['VBZ', 'DT', 'RBS_most', 'JJ', 'IN']",2,2,1.0,NO,3550
"['VBZ', 'DT', 'RBS_most', 'JJ', 'JJ']",2,2,1.0,NO,3551
"['VBZ', 'DT', 'RBS_most', 'IN']",2,2,1.0,NO,3552
"['VBZ', 'DT', 'JJR']",1,1,1.0,NO,3553
"['VBZ', 'DT', 'RB_similar']",1,1,1.0,NO,3554
"['VBZ', 'DT', 'RB_similar', 'JJ']",1,1,1.0,NO,3555
